Label;SkillsCount;SkillsCombinationRarity;SkillsCombinationRarityPerCrewRarity;MaxRarity;VoyRank;GauntletRank;ScienceSkillCore;ScienceSkillRangeMin;ScienceSkillRangeMax;SecuritySkillCore;SecuritySkillRangeMin;SecuritySkillRangeMax;CommandSkillCore;CommandSkillRangeMin;CommandSkillRangeMax;DiplomacySkillCore;DiplomacySkillRangeMin;DiplomacySkillRangeMax;EngineeringSkillCore;EngineeringSkillRangeMin;EngineeringSkillRangeMax;MedicineSkillCore;MedicineSkillRangeMin;MedicineSkillRangeMax;B_CMD;A_CMD;B_SCI;A_SCI;B_SEC;A_SEC;V_CMD_SCI;G_CMD_SCI;V_CMD_SEC;G_CMD_SEC;V_CMD_ENG;G_CMD_ENG;V_CMD_DIP;G_CMD_DIP;V_CMD_MED;G_CMD_MED;V_SCI_SEC;G_SCI_SEC;V_SCI_ENG;G_SCI_ENG;V_SCI_DIP;G_SCI_DIP;V_SCI_MED;G_SCI_MED;V_SEC_ENG;G_SEC_ENG;V_SEC_DIP;G_SEC_DIP;V_SEC_MED;G_SEC_MED;V_ENG_DIP;V_ENG_MED;V_DIP_MED;EventsCount;IsInPortal;DaysFromDateAdded;InCollectionsCount;IsInSeries_ds9;IsInSeries_dsc;IsInSeries_ent;IsInSeries_original;IsInSeries_pic;IsInSeries_tas;IsInSeries_tng;IsInSeries_tos;IsInSeries_voy;ShipBattleAccuracyMax;ShipBattleEvasionMax;ShipBattleCritChanceMax;ShipBattleCritBonusMax;ActionBonusAmount;ActionCooldown;ActionInitialCooldown;ActionDuration;ActionLimit;ActionBonusType;ActionAbilityCondition;ActionAbilityType;ActionAbilityAmount;ActionPenaltyType;ActionPenaltyAmount;TraitsCount;Traits;TraitsHidden
9;3;0.035971224;0.21443737;4;768;829;0;0;0;574;41;90;217;82;166;716;75;234;0;0;0;0;0;0;587;569;0;0;322;392;800;670;561;535;774;630;495;415;732;582;678;811;869;0;606;604;850;0;592;691;400;518;559;670;584;856;509;17;True;1943;1;False;False;True;False;False;False;False;False;False;50;350;90;865;5;12;8;14;0;0;0;8;10;0;0;7;Human,Starfleet,TerranEmpire,Royalty,Crafty,Brutal,MirrorUniverse;female,organic,ent,bridge_crew,mirror,sato,crew_max_rarity_4
9;3;0.02877698;0.033333335;5;391;474;811;155;323;0;0;0;406;40;86;0;0;0;1074;185;367;0;0;0;462;505;169;169;0;0;186;249;628;781;71;126;652;832;544;719;358;368;43;38;383;409;221;239;238;257;844;0;733;0;258;140;746;22;True;1943;1;False;False;False;False;False;False;True;False;False;1865;925;475;225;9;12;12;5;0;1;0;2;5;0;0;5;Human,Starfleet,Federation,Cyberneticist,Innovator;male,organic,tng,lieutenant_commander,laforge,crew_max_rarity_5
7;1;0.02877698;0.018181818;2;1013;1019;0;0;0;0;0;0;0;0;0;0;0;0;361;52;122;0;0;0;0;0;0;0;0;0;1017;0;1018;0;943;720;1018;0;1020;0;1016;0;897;515;1017;0;1018;0;932;661;1018;0;1019;0;921;881;1020;8;True;1943;2;False;False;False;False;False;False;False;True;False;570;280;139;180;2;10;0;10;0;1;0;0;0;0;0;4;Human,Starfleet,Federation,JuryRigger;male,organic,tos,lieutenant_commander,scott,crew_max_rarity_2
10;1;0.02877698;0.018181818;5;872;761;0;0;0;0;0;0;0;0;0;0;0;0;977;265;555;0;0;0;0;0;0;0;0;0;977;0;974;0;368;74;986;0;963;0;970;0;304;93;968;0;929;0;363;94;971;0;951;0;390;211;951;10;True;1943;1;False;False;False;False;False;False;False;True;False;2925;1015;806;825;9;16;4;14;0;2;0;0;0;0;0;4;Human,Starfleet,Federation,JuryRigger;male,organic,tos,captain,scott,crew_max_rarity_5
8;3;0.035971224;0.21443737;4;765;818;0;0;0;293;49;103;572;46;103;634;129;282;0;0;0;0;0;0;328;399;0;0;511;531;672;807;545;620;614;744;426;413;584;703;783;795;867;0;619;487;849;0;720;678;495;401;708;659;597;854;520;10;True;1943;1;True;False;False;False;False;False;False;False;False;300;750;120;665;7;12;12;12;0;1;0;0;0;0;0;5;Vorta,Dominion,Diplomat,Clone,Communicator;nonhuman,male,organic,ds9,weyoun,crew_max_rarity_4
10;2;0.02877698;0.054545455;2;990;931;0;0;0;0;0;0;303;64;176;0;0;0;166;58;153;0;0;0;549;554;0;0;0;0;913;684;916;679;785;341;923;712;892;594;1007;0;931;467;1007;0;1004;0;949;628;1011;0;1009;0;957;910;1007;13;True;1943;1;False;False;True;False;False;False;False;False;False;615;440;10;130;2;14;6;10;0;2;0;6;650;0;0;3;Human,Civilian,Pilot;male,organic,ent,mayweather,crew_max_rarity_2
6;3;0.02877698;0.05732484;2;952;987;0;0;0;271;20;53;353;34;130;0;0;0;147;23;55;0;0;0;505;538;0;0;519;540;883;791;772;685;780;645;897;793;845;684;921;847;933;574;991;0;984;0;800;680;936;876;899;699;958;912;987;16;True;1943;1;False;False;True;False;False;False;False;False;False;240;40;10;180;4;12;8;10;0;0;0;0;0;2;1;4;Human,Starfleet,Pilot,Explorer;male,organic,ent,captain,bridge_crew,archer,crew_max_rarity_2
9;3;0.02877698;0.033333335;5;351;131;0;0;0;958;283;659;0;0;0;862;161;311;485;43;93;0;0;0;0;0;0;0;145;81;785;0;255;141;491;758;421;483;708;0;176;52;381;545;338;406;600;0;49;22;37;8;129;39;95;297;271;14;True;1943;0;False;False;True;False;False;False;False;False;False;905;225;755;1400;7;12;6;12;0;2;1;0;4;0;0;5;Human,Starfleet,Pilot,Explorer,Duelist;male,organic,ent,captain,bridge_crew,archer,crew_max_rarity_5
9;2;0.035971224;0.037037037;5;428;91;0;0;0;0;0;0;933;222;466;900;320;644;0;0;0;0;0;0;164;96;0;0;0;0;301;162;362;272;272;119;57;2;242;112;821;0;683;0;284;74;666;0;761;0;358;99;755;0;243;639;232;10;True;1943;1;True;False;False;False;False;False;False;False;False;1175;1225;135;375;9;10;6;10;0;1;0;3;10;0;0;4;Changeling,Dominion,Diplomat,Brutal;nonhuman,female,organic,ds9,femalechangeling,crew_max_rarity_5
4;3;0.035971224;0.21443737;3;902;912;0;0;0;271;8;26;211;14;42;421;119;287;0;0;0;0;0;0;589;606;0;0;520;543;924;857;814;796;920;806;705;496;907;758;898;852;958;0;780;491;951;0;880;729;715;520;869;705;770;952;715;5;True;1943;3;True;False;False;False;False;False;False;False;False;240;800;125;0;5;10;12;12;0;2;0;7;20;1;2;5;Ferengi,Diplomat,Crafty,CulturalFigure,Politician;nonhuman,male,organic,ds9,nagus,brunt,crew_max_rarity_3
6;3;0.01438849;0.04883227;5;349;63;426;89;245;0;0;0;0;0;0;792;107;348;0;0;0;1001;267;675;0;0;329;320;0;0;530;568;780;0;750;0;442;505;105;36;527;533;367;351;158;127;39;13;714;0;421;496;116;41;319;79;23;15;True;1943;3;False;False;False;False;False;False;False;False;True;600;450;213;800;8;12;8;10;0;2;0;5;15000;0;0;5;Cardassian,Hologram,Doctor,Brutal,Exobiology;nonhuman,male,organic,voy,moset,crew_max_rarity_5
7;2;0.035971224;0.1;3;912;817;0;0;0;433;116;264;308;99;232;0;0;0;0;0;0;0;0;0;542;498;0;0;417;404;842;559;607;262;816;505;863;617;786;467;786;467;968;0;982;0;960;0;725;422;831;590;711;403;981;960;973;8;True;1943;2;False;False;False;False;False;False;False;True;False;515;100;240;385;3;10;6;10;0;0;4;8;20;0;0;5;Klingon,Royalty,Marksman,Brutal,Villain;nonhuman,male,organic,tos,commander,kruge,crew_max_rarity_3
9;2;0.035971224;0.037037037;5;463;172;0;0;0;0;0;0;830;135;285;932;345;711;0;0;0;0;0;0;219;220;0;0;0;0;389;444;445;495;343;377;94;12;303;367;840;0;712;0;266;43;695;0;782;0;343;65;776;0;222;668;218;4;True;1943;1;True;False;False;False;False;False;False;False;False;400;250;237;30;8;10;6;8;0;0;0;0;0;0;0;8;Federation,Diplomat,Betazoid,Romantic,Civilian,Telepath,Communicator,Ambassador;nonhuman,female,organic,ds9,lwaxana,crew_max_rarity_5
5;2;0.035971224;0.054545455;3;937;880;0;0;0;280;62;192;0;0;0;432;92;235;0;0;0;0;0;0;0;0;0;0;515;519;994;0;881;667;995;0;839;626;988;0;867;648;982;0;807;587;975;0;842;563;700;386;833;551;797;976;747;5;True;1943;3;True;False;False;False;False;False;False;False;False;0;1040;136;0;3;8;0;6;0;1;0;7;10;0;0;3;Romulan,Diplomat,Politician;nonhuman,female,organic,ds9,cretak,crew_max_rarity_3
9;2;0.035971224;0.1;4;851;887;0;0;0;483;127;261;782;49;120;0;0;0;0;0;0;0;0;0;229;266;0;0;386;359;638;786;406;372;580;721;664;790;555;678;716;460;925;0;959;0;911;0;618;413;752;581;587;397;952;907;940;2;True;1943;1;True;False;False;False;False;False;False;False;False;1290;290;0;600;7;12;12;10;0;2;1;0;2;1;3;5;Bajoran,Civilian,Veteran,Saboteur,Tactician;nonhuman,male,organic,ds9,shakaar,crew_max_rarity_4
8;2;0.035971224;0.054545455;1;999;980;0;0;0;193;45;123;0;0;0;196;42;124;0;0;0;0;0;0;0;0;0;0;547;547;1011;0;970;752;1013;0;983;794;1013;0;968;777;1008;0;966;774;1011;0;956;663;898;626;947;640;962;1012;950;14;True;1943;2;True;False;False;False;False;False;False;False;False;290;75;162;0;1;10;0;10;0;1;0;0;0;0;0;5;Ferengi,Civilian,Scoundrel,Gambler,Merchant;nonhuman,male,organic,ds9,nog,crew_max_rarity_1
6;3;0.02877698;0.033333335;2;961;1007;0;0;0;320;29;113;0;0;0;262;20;53;154;5;13;0;0;0;0;0;0;0;499;525;998;0;909;771;975;810;950;866;997;0;895;803;946;581;929;837;989;0;788;673;833;788;866;663;857;933;904;6;True;1943;2;True;False;False;False;False;False;False;False;False;265;295;70;0;4;12;8;10;0;1;0;0;0;3;500;4;Ferengi,Starfleet,Gambler,Merchant;nonhuman,male,organic,ds9,nog,crew_max_rarity_2
7;2;0.01438849;0.018181818;1;1009;1004;0;0;0;0;0;0;145;21;55;0;0;0;0;0;0;227;32;132;611;614;0;0;0;0;991;851;988;804;992;800;1000;865;893;597;1013;0;1013;0;1016;0;922;487;1014;0;1017;0;942;650;1017;917;946;20;True;1943;3;True;False;False;False;False;False;False;False;False;305;170;68;50;1;10;12;14;0;1;0;6;500;0;0;7;Human,Federation,Starfleet,Doctor,Engineered,Cyberneticist,Gambler;nonhuman,male,organic,ds9,lieutenant,bashir,crew_max_rarity_1
7;3;0.021582734;0.014861995;5;368;128;794;115;326;0;0;0;416;47;159;0;0;0;0;0;0;991;277;649;453;473;171;173;0;0;165;199;595;719;522;687;623;760;19;10;355;417;273;277;380;460;24;10;721;0;828;0;131;44;777;90;166;20;True;1943;2;True;False;False;False;False;False;False;False;False;1300;1150;300;0;8;20;12;12;0;2;0;2;20;0;3;7;Human,Federation,Starfleet,Doctor,Engineered,Cyberneticist,Gambler;nonhuman,male,organic,ds9,lieutenant,bashir,crew_max_rarity_5
7;2;0.035971224;0.074074075;5;423;538;1065;198;526;0;0;0;0;0;0;0;0;0;1138;87;281;0;0;0;0;0;63;62;0;0;243;155;819;0;263;457;851;0;762;0;240;145;32;28;268;172;157;113;257;440;855;0;752;0;290;159;761;13;True;1943;3;False;False;True;False;False;False;False;False;False;920;1400;95;790;5;10;0;3;0;1;0;1;150;0;0;4;Xindi,Astrophysicist,Inspiring,Innovator;nonhuman,male,organic,ent,degra,crew_max_rarity_5
5;3;0.035971224;0.21443737;3;864;391;0;0;0;229;116;330;363;170;345;185;77;190;0;0;0;0;0;0;493;433;0;0;535;490;770;321;582;129;733;261;655;226;681;245;811;398;940;0;855;655;926;0;754;358;740;243;746;332;843;923;797;24;True;1943;2;False;False;False;False;False;False;False;True;False;805;365;0;365;6;10;6;8;0;2;0;0;0;1;2;6;Human,Federation,Starfleet,Inspiring,Romantic,Duelist;male,organic,tos,captain,bridge_crew,kirk,crew_max_rarity_3
6;3;0.035971224;0.21443737;4;656;116;0;0;0;502;97;216;631;206;375;237;210;476;0;0;0;0;0;0;287;255;0;0;371;370;512;262;301;160;455;197;383;30;431;191;633;558;801;0;676;189;785;0;550;505;454;84;520;486;652;779;567;26;True;1943;1;False;False;False;False;False;False;False;True;False;965;590;0;450;7;12;12;12;0;2;0;0;0;0;0;5;Human,Federation,Starfleet,Inspiring,Romantic;male,organic,tos,captain,bridge_crew,kirk,crew_max_rarity_4
4;2;0.035971224;0.037037037;3;940;973;512;39;149;0;0;0;0;0;0;300;34;130;0;0;0;0;0;0;0;0;278;311;0;0;810;768;992;0;996;0;903;796;989;0;805;751;663;495;670;560;645;462;990;0;905;830;985;0;871;979;833;11;True;1943;3;False;False;False;False;False;False;True;False;False;425;640;25;0;3;10;6;3;0;2;0;3;10;0;0;4;Ferengi,Astrophysicist,Innovator,Maverick;nonhuman,male,organic,tng,reyga,crew_max_rarity_3
9;2;0.035971224;0.074074075;1;1003;1023;262;12;50;0;0;0;0;0;0;0;0;0;208;24;58;0;0;0;0;0;399;411;0;0;974;854;1013;0;977;798;1015;0;1015;0;966;851;813;538;967;839;924;522;966;722;1015;0;1015;0;971;939;1015;26;True;1943;2;True;False;False;False;False;False;False;False;False;235;65;20;10;1;10;6;10;0;0;0;0;0;0;0;7;Federation,Starfleet,Exobiology,Astrophysicist,Trill,Gambler,Pilot;nonhuman,female,organic,ds9,lieutenant,bridge_crew,dax,crew_max_rarity_1
7;3;0.02877698;0.05221932;5;310;208;1154;196;418;0;0;0;0;0;0;882;152;299;436;123;263;0;0;0;0;0;49;54;0;0;168;237;771;0;450;433;406;506;694;0;164;226;56;44;30;46;111;160;436;423;391;503;687;0;56;264;264;26;True;1943;1;True;False;False;False;False;False;False;False;False;1015;575;240;245;8;6;6;6;0;2;0;0;0;0;0;7;Federation,Starfleet,Exobiology,Astrophysicist,Trill,Gambler,Pilot;nonhuman,female,organic,ds9,lieutenant_commander,bridge_crew,dax,crew_max_rarity_5
10;2;0.035971224;0.028720627;1;1004;1001;0;0;0;0;0;0;0;0;0;183;27;67;0;0;0;223;38;114;0;0;0;0;0;0;1012;0;1014;0;1014;0;993;855;957;706;1012;0;1011;0;977;829;921;489;1011;0;981;870;941;661;973;916;837;15;True;1943;1;True;False;False;False;False;False;False;False;False;180;145;25;20;1;10;6;10;0;0;0;0;0;0;0;4;Federation,Starfleet,Trill,Counselor;nonhuman,female,organic,ds9,lieutenant,bridge_crew,dax,crew_max_rarity_1
3;3;0.021582734;0.027600849;3;858;695;0;0;0;351;78;184;0;0;0;227;131;301;0;0;0;391;62;144;0;0;0;0;474;472;972;0;795;659;968;0;847;523;731;643;795;636;938;0;819;462;625;441;734;555;685;265;498;302;809;599;540;15;True;1943;1;True;False;False;False;False;False;False;False;False;355;215;150;100;4;10;6;8;0;2;1;4;1250;0;0;6;Federation,Starfleet,Trill,Counselor,Investigator,Marksman;nonhuman,female,organic,ds9,lieutenant,bridge_crew,dax,crew_max_rarity_3
9;2;0.035971224;0.054545455;4;830;388;0;0;0;464;222;447;0;0;0;591;191;378;0;0;0;0;0;0;0;0;0;0;400;283;959;0;648;286;956;0;643;409;939;0;647;172;914;0;628;301;896;0;563;150;378;32;530;130;611;896;530;32;True;1943;1;True;False;False;False;False;False;False;False;False;995;1090;127;125;7;16;12;12;0;2;0;5;12000;0;0;4;Trill,Scoundrel,Smuggler,MirrorUniverse;nonhuman,female,organic,ds9,mirror,dax,crew_max_rarity_4
4;2;0.02877698;0.01305483;3;934;944;353;33;97;0;0;0;0;0;0;0;0;0;0;0;0;460;80;226;0;0;372;394;0;0;877;825;991;0;994;0;1002;0;737;514;862;815;760;550;866;801;407;270;986;0;993;0;729;498;992;607;742;5;True;1943;2;False;False;False;False;False;False;True;False;False;355;515;6;0;6;10;6;8;0;2;0;0;0;0;2;4;Human,Starfleet,Federation,Doctor;female,organic,tng,commander,pulaski,crew_max_rarity_3
1;3;0.035971224;0.21443737;3;879;753;0;0;0;168;34;94;504;132;354;234;60;142;0;0;0;0;0;0;384;328;0;0;549;550;718;363;626;329;656;300;616;292;623;287;899;816;950;0;856;732;937;0;881;694;824;632;870;673;847;935;802;14;True;1943;4;True;False;False;False;False;False;False;False;False;600;340;45;295;3;12;6;3;0;0;2;1;400;0;0;4;Cardassian,Klingon,Brutal,Veteran;nonhuman,male,organic,ds9,captain,dukat,crew_max_rarity_3
7;3;0.035971224;0.21443737;4;718;598;0;0;0;307;45;117;562;122;246;624;152;331;0;0;0;0;0;0;333;329;0;0;505;527;625;514;469;392;567;447;355;184;542;423;770;788;830;0;592;397;817;0;706;670;462;314;689;651;566;813;495;15;True;1943;2;True;False;False;False;False;False;False;False;False;600;450;0;350;6;12;12;12;0;2;4;7;20;0;0;7;Cardassian,Dominion,Brutal,Desperate,Veteran,CulturalFigure,Villain;nonhuman,male,organic,ds9,dukat,crew_max_rarity_4
6;2;0.035971224;0.1;2;989;976;0;0;0;380;24;86;148;59;172;0;0;0;0;0;0;0;0;0;609;601;0;0;456;500;967;701;803;564;964;657;977;725;954;607;901;826;1002;0;1006;0;1003;0;884;704;915;860;874;680;1009;1006;1006;0;True;1943;1;False;False;False;False;False;False;False;False;True;170;170;36;105;2;10;0;10;0;0;0;0;0;0;0;2;Kazon,Villain;nonhuman,male,organic,voy,haron,crew_max_rarity_2
2;1;0.035971224;0.11111111;3;981;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;158;496;0;0;0;0;0;0;1003;0;1005;0;1008;0;1009;0;725;131;1003;0;1000;0;1003;0;619;138;1003;0;1007;0;715;143;1006;592;729;14;True;1943;3;False;False;False;False;False;False;True;False;False;430;570;130;225;7;16;8;10;0;2;0;6;2000;1;2;5;Vulcan,Doctor,Starfleet,Federation,Telepath;nonhuman,female,organic,selar,tng,lieutenant,crew_max_rarity_3
4;3;0.02877698;0.036093418;2;957;981;172;58;159;159;10;28;0;0;0;0;0;0;381;23;61;0;0;0;0;0;417;414;551;555;955;736;969;811;892;797;1004;0;995;0;866;651;640;382;937;720;892;430;770;699;969;877;945;704;874;794;989;23;True;1943;1;False;False;False;False;False;False;True;False;False;520;225;50;0;2;10;0;10;0;2;0;0;0;0;0;5;Android,Federation,Starfleet,Cyberneticist,Musician;nonhuman,male,tng,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_2
7;3;0.02877698;0.033333335;5;299;97;0;0;0;406;153;327;0;0;0;877;137;259;1107;215;563;0;0;0;0;0;0;0;433;383;778;0;522;438;132;89;416;558;692;0;486;358;135;101;334;504;573;0;44;10;154;142;387;292;16;72;268;23;True;1943;0;False;False;False;False;False;False;True;False;False;1365;975;430;700;7;14;12;10;0;0;0;7;20;0;0;5;Android,Federation,Starfleet,Cyberneticist,Musician;nonhuman,male,tng,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_5
10;2;0.035971224;0.1;1;1001;982;0;0;0;194;75;187;182;21;48;0;0;0;0;0;0;0;0;0;598;608;0;0;546;536;983;853;891;579;982;803;994;867;977;753;959;632;1010;0;1012;0;1013;0;948;554;966;720;937;541;1014;1014;1013;11;True;1942;1;False;False;False;False;False;False;False;True;False;230;475;0;120;1;14;8;10;0;0;0;4;500;0;0;6;Human,Federation,Starfleet,Pilot,Resourceful,Tactician;male,organic,tos,lieutenant,bridge_crew,sulu,crew_max_rarity_1
10;2;0.035971224;0.1;1;1000;920;0;0;0;138;55;157;178;56;202;0;0;0;0;0;0;0;0;0;600;584;0;0;552;548;969;653;884;446;966;618;979;692;956;569;974;710;1009;0;1011;0;1012;0;964;619;976;792;955;599;1013;1013;1012;11;True;1942;1;False;False;False;False;False;False;False;False;True;140;230;45;180;1;10;6;8;0;0;1;0;2;0;0;6;Human,Maquis,Hunter,Tactician,Survivalist,Smuggler;male,organic,voy,bridge_crew,captain,chakotay,crew_max_rarity_1
10;1;0.02877698;0.018181818;1;1025;1025;0;0;0;0;0;0;0;0;0;0;0;0;250;28;98;0;0;0;0;0;0;0;0;0;1026;0;1026;0;979;765;1026;0;1026;0;1026;0;956;555;1026;0;1026;0;968;696;1026;0;1026;0;972;944;1026;14;True;1942;1;False;False;False;False;False;False;False;False;True;130;170;28;25;2;12;8;10;0;0;0;0;0;2;1;4;Starfleet,Federation,Human,Musician;male,organic,voy,ensign,bridge_crew,kim,crew_max_rarity_1
9;3;0.02877698;0.05732484;4;741;498;0;0;0;531;120;243;633;186;409;0;0;0;228;52;100;0;0;0;285;253;0;0;347;343;543;242;313;131;344;92;593;377;460;170;646;484;654;530;903;0;833;0;437;291;696;609;529;419;796;608;870;27;True;1942;1;False;False;True;False;False;False;False;False;False;1180;625;259;10;6;12;12;12;0;0;4;5;15000;0;0;6;Human,Starfleet,TerranEmpire,Pilot,Explorer,MirrorUniverse;male,organic,ent,captain,bridge_crew,mirror,archer,crew_max_rarity_4
10;2;0.035971224;0.1;4;841;832;0;0;0;726;94;241;546;102;247;0;0;0;0;0;0;0;0;0;345;350;0;0;245;269;677;537;367;278;621;471;700;596;589;440;612;524;920;0;951;0;903;0;531;474;673;625;502;450;945;901;930;0;True;1941;0;True;False;False;False;False;False;False;False;False;100;350;200;815;6;12;12;5;0;0;0;1;200;0;0;3;Human,Maquis,Desperate;male,organic,ds9,eddington,crew_max_rarity_4
6;1;0.021582734;0.037037037;2;1014;1020;0;0;0;338;41;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;514;1018;0;952;756;1018;0;1019;0;1021;0;950;784;1016;0;1018;0;1019;0;944;668;950;829;925;647;1018;1019;1021;11;True;1941;1;False;False;False;False;False;False;True;False;False;405;230;97;125;2;10;6;3;0;2;0;1;150;0;0;5;Human,Starfleet,Federation,Survivalist,Duelist;female,organic,tng,lieutenant,bridge_crew,yar,crew_max_rarity_2
10;1;0.021582734;0.018181818;1;1023;1011;0;0;0;0;0;0;203;63;154;0;0;0;0;0;0;0;0;0;592;582;0;0;0;0;982;722;978;708;978;674;991;741;972;627;1024;0;1025;0;1024;0;1025;0;1025;0;1024;0;1025;0;1025;1026;1025;13;True;1941;1;False;False;True;False;False;False;False;False;False;170;115;0;140;3;6;3;10;2;1;0;0;0;0;0;3;Human,Starfleet,Pilot;male,organic,ent,ensign,bridge_crew,mayweather,crew_max_rarity_1
9;2;0.02877698;0.018181818;1;1005;1022;0;0;0;250;18;56;0;0;0;0;0;0;198;15;59;0;0;0;0;0;0;0;528;544;1013;0;973;805;980;802;1016;0;1016;0;969;846;957;575;1013;0;1014;0;871;682;970;875;950;698;976;948;1016;20;True;1940;1;False;False;False;False;False;False;True;False;False;230;95;120;100;1;14;0;10;0;1;0;6;250;0;0;7;Human,Federation,Starfleet,Survivalist,Resourceful,Desperate,Romantic;male,organic,tng,lieutenant,riker,crew_max_rarity_1
8;3;0.02877698;0.036093418;4;716;824;599;166;327;586;31;72;0;0;0;0;0;0;512;35;76;0;0;0;0;0;232;203;314;395;585;368;659;788;638;775;916;0;880;0;317;240;263;182;603;394;359;232;341;617;712;865;541;685;674;388;855;16;True;1883;1;False;False;False;False;False;False;False;False;True;815;850;125;0;7;12;12;12;0;2;0;0;0;0;0;6;Human,Borg,Civilian,Federation,UndercoverOperative,TemporalAgent;nonhuman,female,organic,voy,bridge_crew,seven,crew_max_rarity_4
7;3;0.02877698;0.036363635;4;674;207;606;102;251;232;122;296;0;0;0;567;224;447;0;0;0;0;0;0;0;0;230;217;534;495;603;541;718;497;889;0;580;312;862;0;366;114;409;336;233;57;374;318;646;384;420;59;616;363;534;790;468;34;True;1874;3;False;False;False;False;False;False;False;True;False;400;1850;153;355;6;12;12;12;0;0;2;5;15000;0;0;11;Federation,Starfleet,Civilian,Exobiology,Musician,Astrophysicist,Human,Vulcan,Diplomat,Telepath,Ambassador;nonhuman,male,organic,tos,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_4
7;2;0.035971224;0.1;4;848;860;0;0;0;856;97;196;415;101;237;0;0;0;0;0;0;0;0;0;454;455;0;0;205;245;761;548;385;314;718;491;771;609;662;455;567;589;923;0;957;0;909;0;491;528;643;682;461;513;949;905;938;11;True;1867;0;False;False;False;False;False;False;True;False;False;830;0;332;700;6;12;12;5;2;0;0;1;300;0;0;7;Human,Starfleet,Duelist,Federation,Tactician,Desperate,Survivalist;female,organic,tng,lieutenant,bridge_crew,yar,crew_max_rarity_4
5;2;0.035971224;0.1;4;833;702;0;0;0;721;123;334;489;129;294;0;0;0;0;0;0;0;0;0;401;361;0;0;247;253;680;440;353;167;627;370;706;526;592;359;585;379;916;0;945;0;898;0;506;340;656;493;476;315;940;898;922;12;True;1849;3;True;False;False;False;False;False;False;False;False;840;0;25;555;6;14;14;10;0;0;1;0;3;0;0;6;Klingon,Duelist,Tactician,Diplomat,Veteran,Politician;nonhuman,male,organic,ds9,martok,crew_max_rarity_4
8;3;0.035971224;0.21443737;5;330;373;0;0;0;1031;64;139;957;243;539;513;87;173;0;0;0;0;0;0;149;84;0;0;98;182;205;104;76;117;165;79;136;99;138;70;308;729;614;0;530;661;592;0;262;633;147;485;235;612;494;561;430;17;True;1849;1;True;False;False;False;False;False;False;False;False;590;750;190;380;9;14;12;10;0;1;4;4;1200;0;0;8;Human,Federation,Starfleet,Bajoran,CulturalFigure,Inspiring,UndercoverOperative,Chef;male,organic,ds9,captain,bridge_crew,sisko,crew_max_rarity_5
6;3;0.02877698;0.036093418;4;770;907;813;61;128;301;60;122;0;0;0;0;0;0;510;38;103;0;0;0;0;0;168;195;508;524;584;769;786;742;658;755;936;0;909;0;369;482;255;353;601;749;356;463;467;492;822;816;703;631;696;399;886;26;True;1849;1;True;False;False;False;False;False;False;False;False;1140;1390;225;20;7;8;8;10;0;1;0;0;0;0;0;8;Federation,Starfleet,Exobiology,Astrophysicist,Trill,Gambler,UndercoverOperative,Pilot;nonhuman,female,organic,ds9,lieutenant,bridge_crew,dax,crew_max_rarity_4
9;3;0.02877698;0.05221932;5;348;548;925;101;237;0;0;0;0;0;0;505;73;153;1150;174;338;0;0;0;0;0;112;152;0;0;326;558;778;0;162;283;565;733;706;0;325;525;35;82;116;312;200;330;175;298;595;769;697;0;37;94;451;13;True;1848;2;False;False;False;False;False;False;True;False;False;475;725;497;220;9;10;6;10;0;1;0;0;0;0;0;7;Human,Civilian,WarpTheorist,Innovator,CulturalFigure,Inspiring,Pilot;male,organic,tng,cochrane,crew_max_rarity_5
8;3;0.035971224;0.21443737;5;365;370;0;0;0;413;76;170;852;82;183;1109;239;501;0;0;0;0;0;0;206;241;0;0;427;445;364;644;231;410;326;605;68;113;288;560;563;656;634;0;197;154;611;0;486;570;103;90;456;558;150;581;144;25;True;1832;2;False;False;False;False;False;False;False;False;True;300;1150;337;510;8;20;6;15;2;1;0;7;20;0;0;5;Human,Federation,Starfleet,Resourceful,Costumed;female,organic,voy,captain,bridge_crew,janeway,crew_max_rarity_5
7;3;0.02877698;0.05732484;4;714;275;0;0;0;427;128;415;618;155;328;0;0;0;315;111;217;0;0;0;299;271;0;0;421;346;567;365;341;101;324;72;610;466;490;290;636;287;523;354;895;0;814;0;348;72;689;419;523;225;725;443;854;24;True;1832;2;False;False;False;False;False;False;False;False;True;1225;990;275;430;8;10;6;10;3;1;0;0;0;0;0;7;Human,Starfleet,Federation,Hero,Romantic,Pilot,Costumed;organic,voy,lieutenant,bridge_crew,paris,crew_max_rarity_4
8;3;0.02877698;0.036093418;5;342;27;777;166;441;954;254;516;0;0;0;0;0;0;441;182;358;0;0;0;0;0;178;157;148;96;329;248;275;225;419;247;807;0;702;0;18;12;80;20;347;270;204;165;46;5;313;201;155;91;469;244;710;20;True;1814;2;False;False;False;False;False;False;False;False;True;0;890;405;485;8;16;4;14;0;2;0;5;5000;0;0;7;Human,Borg,Civilian,Federation,Costumed,Saboteur,Musician;nonhuman,female,organic,voy,bridge_crew,seven,crew_max_rarity_5
