Label;SkillsCount;SkillsCombinationRarity;SkillsCombinationRarityPerCrewRarity;MaxRarity;VoyRank;GauntletRank;ScienceSkillCore;ScienceSkillRangeMin;ScienceSkillRangeMax;SecuritySkillCore;SecuritySkillRangeMin;SecuritySkillRangeMax;CommandSkillCore;CommandSkillRangeMin;CommandSkillRangeMax;DiplomacySkillCore;DiplomacySkillRangeMin;DiplomacySkillRangeMax;EngineeringSkillCore;EngineeringSkillRangeMin;EngineeringSkillRangeMax;MedicineSkillCore;MedicineSkillRangeMin;MedicineSkillRangeMax;B_CMD;A_CMD;B_SCI;A_SCI;B_SEC;A_SEC;V_CMD_SCI;G_CMD_SCI;V_CMD_SEC;G_CMD_SEC;V_CMD_ENG;G_CMD_ENG;V_CMD_DIP;G_CMD_DIP;V_CMD_MED;G_CMD_MED;V_SCI_SEC;G_SCI_SEC;V_SCI_ENG;G_SCI_ENG;V_SCI_DIP;G_SCI_DIP;V_SCI_MED;G_SCI_MED;V_SEC_ENG;G_SEC_ENG;V_SEC_DIP;G_SEC_DIP;V_SEC_MED;G_SEC_MED;V_ENG_DIP;V_ENG_MED;V_DIP_MED;EventsCount;IsInPortal;DaysFromDateAdded;InCollectionsCount;IsInSeries_ds9;IsInSeries_dsc;IsInSeries_ent;IsInSeries_original;IsInSeries_pic;IsInSeries_tas;IsInSeries_tng;IsInSeries_tos;IsInSeries_voy;ShipBattleAccuracyMax;ShipBattleEvasionMax;ShipBattleCritChanceMax;ShipBattleCritBonusMax;ActionBonusAmount;ActionCooldown;ActionInitialCooldown;ActionDuration;ActionLimit;ActionBonusType;ActionAbilityCondition;ActionAbilityType;ActionAbilityAmount;ActionPenaltyType;ActionPenaltyAmount;TraitsCount;Traits;TraitsHidden
4;3;0.035971224;0.07310705;5;85;278;508;73;173;0;0;0;969;171;330;1267;264;338;0;0;0;0;0;0;142;116;282;295;0;0;62;128;273;415;174;282;12;70;146;269;437;668;320;439;51;107;267;401;650;0;179;359;621;0;77;445;82;27;True;519;1;False;False;False;False;False;False;True;False;False;200;475;160;305;9;6;6;8;0;1;0;0;0;0;0;6;Android,Starfleet,Federation,Cyberneticist,Costumed,CulturalFigure;nonhuman,male,tng,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_5
5;3;0.035971224;0.21443737;5;136;399;0;0;0;543;67;148;943;132;341;1262;161;372;0;0;0;0;0;0;158;158;0;0;340;380;242;379;139;273;207;307;22;112;182;301;433;704;539;0;140;344;499;0;384;616;65;219;332;596;97;464;98;13;True;517;3;True;False;False;False;False;False;False;False;False;400;450;184;125;9;10;8;8;0;0;0;0;0;2;2;7;Klingon,Duelist,Tactician,Diplomat,Veteran,Politician,CulturalFigure;nonhuman,male,organic,ds9,martok,crew_max_rarity_5
5;3;0.035971224;0.07310705;5;66;234;1023;124;239;0;0;0;1238;275;538;495;76;143;0;0;0;0;0;0;32;5;73;95;0;0;3;15;165;206;60;66;83;101;27;60;211;497;175;329;83;294;147;313;642;0;537;778;612;0;431;435;375;9;True;511;2;True;False;False;False;False;False;False;False;False;500;375;155;100;9;10;8;10;0;1;0;0;0;0;0;6;Human,Engineered,Federation,Civilian,Costumed,Crafty;male,organic,ds9,patrick,crew_max_rarity_5
6;3;0.01438849;0.04883227;4;657;655;559;70;170;0;0;0;0;0;0;349;103;201;0;0;0;790;127;280;0;0;250;266;0;0;636;696;893;0;885;0;721;643;409;386;627;675;436;445;407;331;134;140;859;0;743;663;384;374;677;258;259;8;True;510;2;False;False;False;False;False;False;False;True;False;1400;400;120;185;7;12;8;12;0;1;0;5;5000;0;0;7;Federation,Starfleet,Human,Doctor,Veteran,Nurse,Romantic;female,organic,tos,chapel,crew_max_rarity_4
8;2;0.035971224;0.074074075;2;973;955;223;43;138;0;0;0;0;0;0;0;0;0;360;51;179;0;0;0;0;0;408;408;0;0;954;778;1001;0;884;664;1007;0;1005;0;947;762;621;295;936;761;891;473;857;601;1004;0;1002;0;864;777;999;34;True;510;3;False;False;False;False;False;False;False;True;False;460;390;163;150;3;8;8;10;0;2;0;0;0;0;0;8;Federation,Starfleet,Exobiology,Astrophysicist,Human,Musician,Vulcan,Telepath;nonhuman,male,organic,tos,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_2
5;3;0.035971224;0.21443737;5;117;230;0;0;0;989;156;344;1214;226;444;487;83;142;0;0;0;0;0;0;40;28;0;0;121;111;116;172;16;61;89;125;106;159;55;118;195;333;534;0;500;704;493;0;189;301;113;233;154;269;462;455;402;10;True;510;1;False;False;False;False;False;False;False;True;False;300;225;185;200;8;10;6;8;2;0;0;1;400;0;0;8;Prisoner,Desperate,Human,Brutal,Resourceful,Villain,Shapeshifter,Veteran;organic,male,tos,garth_izar,crew_max_rarity_5
4;3;0.01438849;0.04883227;5;146;133;1257;183;448;0;0;0;0;0;0;430;132;295;0;0;0;931;170;326;0;0;28;27;0;0;124;225;738;0;711;0;515;528;192;282;112;210;110;163;55;48;13;25;675;0;529;536;196;276;418;127;52;28;True;509;1;False;False;False;False;False;False;False;True;False;550;225;175;200;9;12;10;12;0;1;0;0;0;0;0;8;Vulcan,Human,Telepath,Spiritual,Starfleet,Federation,Resourceful,Explorer;nonhuman,male,organic,tos,spock,spock_tos,crew_max_rarity_5
8;2;0.01438849;0.005221932;5;402;439;940;178;397;1254;198;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;87;43;45;320;278;248;328;782;0;843;0;747;0;9;18;244;207;339;303;198;183;153;188;265;343;122;163;805;620;753;28;True;504;1;False;True;False;False;False;False;False;False;False;555;400;285;125;9;10;8;8;0;0;0;0;0;2;2;8;Control,Federation,Starfleet,Brutal,UndercoverOperative,Human,Engineered,Astrophysicist;female,organic,dsc,bridge_crew,airiam,crew_max_rarity_5
4;2;0.035971224;0.037037037;3;903;940;0;0;0;0;0;0;384;51;129;539;76;178;0;0;0;0;0;0;477;497;0;0;0;0;835;771;830;739;811;706;612;518;778;663;977;0;959;0;773;667;952;0;970;0;816;732;965;0;759;953;699;11;True;503;1;False;False;False;False;False;False;False;True;False;300;190;71;50;5;12;6;10;0;1;0;0;0;0;0;5;Human,Starfleet,Federation,Musician,Communicator;bridge_crew,female,organic,tos,uhura,lieutenant,crew_max_rarity_3
4;3;0.035971224;0.21443737;5;42;201;0;0;0;1313;166;410;984;179;361;456;113;208;0;0;0;0;0;0;124;102;0;0;16;20;195;294;4;78;157;230;138;181;123;222;80;256;505;0;456;592;462;0;76;219;60;129;40;197;412;419;356;8;True;502;0;False;False;False;False;False;False;False;True;False;540;150;68;225;7;8;6;3;0;2;0;7;25;0;0;7;Human,Federation,Starfleet,Communicator,Resourceful,Musician,Marksman;bridge_crew,female,organic,tos,uhura,lieutenant_commander,crew_max_rarity_5
8;2;0.035971224;0.037037037;4;737;739;0;0;0;0;0;0;612;111;266;910;153;301;0;0;0;0;0;0;303;294;0;0;0;0;612;495;610;532;551;428;231;193;532;409;905;0;840;0;443;435;828;0;892;0;514;497;881;0;396;828;344;11;True;502;1;False;False;False;False;False;False;False;True;False;615;475;168;270;6;12;8;8;0;1;0;6;2000;0;0;6;Human,Federation,Starfleet,Diplomat,Pilot,Archon;male,organic,tos,bridge_crew,sulu,crew_max_rarity_4
10;2;0.035971224;0.037037037;5;405;570;1246;187;421;0;0;0;0;0;0;997;144;301;0;0;0;0;0;0;0;0;32;35;0;0;185;246;808;0;786;0;414;512;750;0;175;232;152;180;27;49;122;164;748;0;398;510;741;0;300;623;267;5;True;497;0;True;False;False;False;False;False;False;False;False;315;490;150;200;10;8;8;8;0;1;0;0;0;0;0;3;Trill,Astrophysicist,Romantic;nonhuman,female,organic,ds9,lenara,crew_max_rarity_5
4;3;0.01438849;0.02972399;5;218;433;893;148;332;0;0;0;0;0;0;0;0;0;593;29;70;1254;142;484;0;0;119;130;0;0;285;388;751;0;417;787;781;0;65;153;291;366;72;205;317;404;16;28;411;714;798;0;67;158;468;11;101;20;True;495;3;False;False;False;False;False;False;False;True;False;300;250;86;230;8;8;4;6;0;2;0;1;150;0;0;7;Federation,Starfleet,Human,Doctor,Exobiology,Desperate,JuryRigger;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_5
4;3;0.02877698;0.033333335;4;568;770;0;0;0;381;89;175;0;0;0;639;59;128;871;114;238;0;0;0;0;0;0;0;455;453;873;0;668;657;384;481;625;777;829;0;673;631;312;338;605;747;737;0;222;196;436;502;553;540;143;217;508;8;True;495;1;False;False;False;False;False;False;False;True;False;370;250;17;145;5;12;12;10;0;1;1;0;3;0;0;5;Human,Starfleet,Federation,JuryRigger,Desperate;male,organic,tos,scott,crew_max_rarity_4
6;3;0.02877698;0.05732484;5;163;338;0;0;0;958;151;327;510;73;159;0;0;0;1273;208;375;0;0;0;378;424;0;0;143;138;459;697;143;264;31;73;531;721;369;603;234;361;118;202;750;0;514;0;13;23;340;473;181;295;102;47;652;10;True;490;0;False;False;True;False;False;False;False;False;False;1475;415;115;200;6;18;10;10;0;2;0;2;20;0;0;6;Andorian,ImperialGuard,Saboteur,Romantic,Tactician,Crafty;nonhuman,female,organic,ent,talas,lieutenant,crew_max_rarity_5
7;3;0.035971224;0.07310705;4;498;760;661;62;141;0;0;0;379;58;169;925;129;248;0;0;0;0;0;0;480;483;207;226;0;0;352;438;664;699;607;660;301;375;579;613;560;731;386;476;141;291;344;446;806;0;469;591;800;0;351;691;301;10;True;488;1;False;False;False;False;False;False;False;True;False;380;400;70;50;7;14;14;12;0;1;0;5;12000;0;0;5;Federation,Starfleet,Human,Resourceful,Tactician;male,evsuit,organic,tos,lieutenant,bridge_crew,chekov,crew_max_rarity_4
3;3;0.021582734;0.02972399;5;84;329;0;0;0;0;0;0;1013;107;294;496;65;151;1292;210;476;0;0;0;103;123;0;0;0;0;216;464;276;511;2;12;151;363;154;387;738;0;87;139;486;712;482;0;80;146;547;786;620;0;25;30;386;25;True;488;1;False;False;False;False;False;False;False;True;False;200;375;147;200;7;12;8;8;0;2;0;2;25;0;0;8;Human,Federation,Starfleet,JuryRigger,Resourceful,Romantic,Thief,Desperate;male,organic,tos,captain,bridge_crew,kirk,crew_max_rarity_5
8;2;0.035971224;0.028720627;4;760;680;0;0;0;0;0;0;0;0;0;611;73;245;0;0;0;810;172;428;0;0;0;0;0;0;922;0;924;0;917;0;658;629;386;177;919;0;863;0;640;594;286;167;906;0;683;642;366;181;623;243;140;16;True;483;1;False;False;False;False;False;False;True;False;False;400;415;217;195;8;12;10;6;0;2;0;0;0;0;0;6;Human,Starfleet,Federation,Doctor,Caregiver,Cyberneticist;female,organic,tng,commander,crusher,crew_max_rarity_4
2;3;0.02877698;0.033333335;5;43;189;0;0;0;496;93;293;0;0;0;987;120;226;1284;247;490;0;0;0;0;0;0;0;378;351;741;0;454;528;62;106;336;602;638;0;391;464;83;114;256;562;463;0;31;19;105;229;294;399;5;27;207;14;True;482;0;True;False;False;False;False;False;False;False;False;200;380;160;220;9;10;6;10;0;1;0;0;0;0;0;6;Bajoran,Resourceful,Desperate,UndercoverOperative,Civilian,Investigator;male,organic,ds9,captain,bridge_crew,sisko,crew_max_rarity_5
10;2;0.035971224;0.074074075;4;742;733;874;171;371;0;0;0;0;0;0;0;0;0;671;94;219;0;0;0;0;0;133;125;0;0;433;307;918;0;548;546;928;0;899;0;432;296;125;78;458;343;264;199;523;509;923;0;885;0;604;339;872;0;True;476;0;False;False;False;False;False;False;False;False;True;400;474;96;50;7;10;6;8;2;1;0;3;15;0;0;4;Desperate,Resourceful,Ambassador,Civilian;male,organic,nonhuman,voy,saowin,crew_max_rarity_4
4;3;0.021582734;0.055555556;4;474;360;380;54;148;877;159;388;566;157;355;0;0;0;0;0;0;0;0;0;329;281;352;352;188;173;325;153;166;91;456;265;569;441;433;250;178;122;456;475;679;735;417;444;322;249;453;416;269;221;831;676;786;9;True;475;0;False;False;False;False;False;False;False;False;True;140;300;137;125;7;12;6;8;0;0;0;1;200;0;0;5;Brutal,Hologram,Crafty,Desperate,Saboteur;male,artificial_life,nonhuman,voy,dejaren,crew_max_rarity_4
5;1;0.035971224;0.11111111;5;767;927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1641;98;360;0;0;0;0;0;0;925;0;926;0;923;0;934;0;106;330;920;0;868;0;915;0;115;252;912;0;932;0;118;319;908;80;149;20;True;469;2;False;False;False;False;False;False;False;True;False;700;325;291;325;8;14;6;10;3;2;0;3;15;0;0;6;Federation,Starfleet,Human,Doctor,Resourceful,Exobiology;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_5
9;2;0.035971224;0.037037037;4;757;879;0;0;0;0;0;0;649;82;207;936;85;208;0;0;0;0;0;0;272;300;0;0;0;0;622;611;621;635;563;572;264;392;540;533;917;0;859;0;508;631;845;0;904;0;568;683;893;0;472;845;410;1;True;469;1;True;False;False;False;False;False;False;False;False;405;440;33;50;5;12;4;8;3;1;0;3;10;0;0;6;Resourceful,Inspiring,Communicator,Civilian,Romantic,Risian;female,nonhuman,organic,ds9,arandis,crew_max_rarity_4
7;3;0.035971224;0.07310705;4;478;536;858;172;324;0;0;0;661;108;235;352;80;162;0;0;0;0;0;0;262;279;144;145;0;0;101;87;547;561;461;482;430;387;437;448;372;349;284;246;242;161;228;229;796;0;718;748;793;0;656;678;568;21;True;468;0;False;True;False;False;False;False;False;False;False;525;390;110;200;8;10;6;8;0;2;0;5;5000;0;0;6;Human,Federation,Starfleet,Survivalist,Explorer,Resourceful;female,organic,dsc,lucero,crew_max_rarity_4
5;3;0.021582734;0.02972399;5;78;165;0;0;0;0;0;0;1256;220;470;1002;151;312;430;102;236;0;0;0;25;10;0;0;0;0;94;161;174;269;26;23;6;55;29;111;734;0;332;346;231;423;479;0;410;476;296;486;614;0;38;242;188;5;True;468;1;False;False;True;False;False;False;False;False;False;405;425;100;320;7;14;8;8;0;1;0;2;25;0;0;4;Human,Diplomat,Starfleet,Ambassador;male,organic,ent,forrest,admiral,crew_max_rarity_5
8;3;0.035971224;0.07310705;5;172;397;452;75;166;0;0;0;982;98;243;1286;210;438;0;0;0;0;0;0;131;178;312;333;0;0;81;268;327;565;225;488;18;123;200;452;498;677;358;447;59;95;312;408;682;0;175;308;647;0;72;479;75;11;True;463;2;False;False;False;False;False;False;True;False;False;400;390;211;320;9;10;8;8;0;0;0;0;0;0;0;5;Q,Costumed,Romantic,Resourceful,Crafty;female,organic,tng,nonhuman,miss_q,crew_max_rarity_5
2;3;0.021582734;0.014861995;5;35;48;869;198;423;0;0;0;449;93;303;0;0;0;0;0;0;1291;237;550;433;398;138;111;0;0;63;38;464;517;366;405;499;553;5;6;221;217;179;170;259;256;2;7;631;0;763;0;34;85;712;23;56;22;True;462;1;False;True;False;False;False;False;False;False;False;400;500;148;200;9;6;6;6;0;0;0;0;0;1;3;6;Human,Doctor,Romantic,Federation,Starfleet,Desperate;male,organic,dsc,culber,crew_max_rarity_5
10;2;0.035971224;0.1;4;782;854;0;0;0;643;80;169;855;128;259;0;0;0;0;0;0;0;0;0;203;216;0;0;276;303;507;486;260;308;452;415;561;561;426;399;638;653;879;0;920;0;859;0;557;568;691;739;525;556;915;865;891;1;True;461;0;False;False;False;False;False;False;True;False;False;475;325;153;200;7;8;8;10;0;1;0;0;0;0;0;6;Gambler,Starfleet,Federation,Human,Tactician,Desperate;female,organic,tng,shelby,crew_max_rarity_4
3;2;0.035971224;0.1;3;904;937;0;0;0;386;56;160;533;62;160;0;0;0;0;0;0;0;0;0;359;401;0;0;448;460;784;713;589;477;748;666;809;735;705;618;831;700;960;0;978;0;953;0;771;614;863;785;764;594;979;954;970;24;True;460;2;True;False;False;False;False;False;False;False;False;25;90;173;100;4;10;10;8;0;1;2;1;400;0;0;5;Federation,Starfleet,Klingon,Saboteur,Romantic;male,nonhuman,organic,ds9,bridge_crew,worf,crew_max_rarity_3
3;3;0.035971224;0.21443737;5;20;540;0;0;0;1067;103;198;1254;233;394;658;49;86;0;0;0;0;0;0;26;17;0;0;80;122;96;207;10;144;68;147;69;243;31;141;190;577;494;0;400;797;454;0;184;517;87;521;144;503;354;407;304;21;True;455;0;False;True;False;False;False;False;False;False;False;265;475;153;210;8;10;6;8;0;0;0;0;0;2;3;6;Section31,UndercoverOperative,Crafty,Control,Brutal,Human;nonhuman,male,organic,dsc,leland,crew_max_rarity_5
2;3;0.02877698;0.036093418;5;23;90;974;210;435;490;96;200;0;0;0;0;0;0;1268;295;448;0;0;0;0;0;92;76;382;396;183;206;467;626;61;104;742;0;629;0;43;56;1;6;213;236;120;145;34;29;509;679;313;511;62;26;613;0;True;448;1;False;False;False;False;False;False;False;False;True;445;365;140;100;9;12;8;10;0;1;0;0;0;0;0;6;Civilian,Brunali,Botanist,Desperate,JuryRigger,Geneticist;male,organic,voy,leucon,crew_max_rarity_5
5;3;0.02877698;0.033333335;5;197;652;1021;107;251;0;0;0;565;38;88;0;0;0;1303;161;317;0;0;0;330;420;74;100;0;0;69;376;505;780;32;183;535;828;375;717;250;508;16;88;280;555;159;315;105;328;793;0;654;0;111;53;663;14;True;447;0;False;False;False;False;False;False;False;False;True;375;400;250;200;9;10;6;6;0;0;0;0;0;0;0;5;Human,Civilian,Federation,Astrophysicist,Romantic;female,organic,voy,bridge_crew,seven,crew_max_rarity_5
4;3;0.021582734;0.011111111;5;206;28;951;90;222;403;186;378;0;0;0;0;0;0;0;0;0;1034;240;792;0;0;102;144;434;353;294;595;482;370;723;0;777;0;71;26;58;77;228;371;322;613;19;11;378;235;520;400;14;4;744;49;103;30;True;446;1;False;False;True;False;False;False;False;False;False;225;250;120;125;10;10;12;10;0;2;0;0;0;0;2;5;Vulcan,Astrophysicist,Telepath,Caregiver,Civilian;nonhuman,female,organic,ent,first_officer,bridge_crew,tpol,crew_max_rarity_5
2;3;0.035971224;0.07310705;5;12;187;1328;234;497;0;0;0;527;79;177;967;154;330;0;0;0;0;0;0;365;394;1;2;0;0;26;45;458;661;356;622;132;260;315;574;63;140;71;116;2;21;55;109;622;0;291;469;591;0;182;401;183;19;True;446;2;False;False;False;False;True;False;False;False;False;300;300;130;235;8;10;6;8;0;1;0;6;1500;0;0;8;Human,Astrophysicist,Inspiring,Civilian,CulturalFigure,Federation,Gardener,Veteran;male,organic,pic,admiral,bridge_crew,picard,crew_max_rarity_5
9;2;0.035971224;0.074074075;4;744;694;856;150;370;0;0;0;0;0;0;0;0;0;659;118;275;0;0;0;0;0;146;138;0;0;460;334;919;0;536;420;929;0;900;0;454;326;126;66;492;364;276;213;510;415;925;0;887;0;592;323;873;7;True;445;1;False;False;False;False;False;False;True;False;False;600;225;170;170;8;8;6;8;0;2;0;0;0;1;2;5;Astrophysicist,Human,Federation,Innovator,Civilian;male,organic,tng,stubbs,crew_max_rarity_4
7;3;0.02877698;0.05221932;4;560;772;661;96;192;0;0;0;0;0;0;390;73;145;858;86;214;0;0;0;0;0;208;212;0;0;559;622;868;0;401;561;697;743;828;0;550;608;133;198;355;375;342;367;397;522;722;783;816;0;267;235;570;4;True;441;1;False;False;False;False;False;False;True;False;False;200;325;141;50;6;10;5;8;3;1;0;3;15;0;0;7;Human,Federation,Starfleet,Romantic,Innovator,Resourceful,Tactician;female,organic,tng,lefler,crew_max_rarity_4
2;3;0.035971224;0.21443737;4;481;618;0;0;0;642;121;232;355;36;112;892;166;328;0;0;0;0;0;0;503;544;0;0;277;279;695;810;412;417;639;746;320;343;606;705;525;503;722;0;391;384;706;0;456;452;167;156;422;433;344;683;295;37;True;439;1;False;True;False;False;False;False;False;False;False;495;440;145;200;9;10;6;10;0;0;0;0;0;0;0;8;MirrorUniverse,UndercoverOperative,Federation,Starfleet,Civilian,Astrophysicist,Xenoanthropology,Human;female,organic,dsc,burnham,crew_max_rarity_4
10;2;0.035971224;0.044444446;4;745;747;864;156;339;0;0;0;664;106;231;0;0;0;0;0;0;0;0;0;260;278;142;143;0;0;149;89;603;569;537;493;631;611;519;457;459;348;329;245;497;392;282;228;896;0;926;0;888;0;894;833;874;2;True;434;0;False;False;False;False;False;False;False;True;False;475;415;191;200;8;8;8;6;0;1;0;0;0;0;0;4;Deltan,Federation,Starfleet,Romantic;female,nonhuman,organic,tos,ilia,crew_max_rarity_4
3;3;0.035971224;0.21443737;5;67;328;0;0;0;1334;161;358;962;139;356;503;87;189;0;0;0;0;0;0;146;126;0;0;7;23;212;353;11;105;175;289;142;239;150;273;86;311;513;0;444;645;472;0;81;283;56;189;44;252;397;433;345;27;True;433;3;False;False;False;False;False;False;True;False;False;380;475;200;170;7;10;8;8;0;1;1;4;1100;0;0;5;Klingon,Tactician,Federation,Starfleet,Costumed;ageofsail,nonhuman,male,organic,tng,bridge_crew,worf,crew_max_rarity_5
8;3;0.035971224;0.07310705;4;509;527;836;177;394;0;0;0;597;101;222;379;65;135;0;0;0;0;0;0;310;325;159;134;0;0;132;66;579;585;502;513;452;435;486;479;374;267;285;209;240;142;229;185;810;0;721;804;801;0;660;695;569;9;True;433;0;True;False;False;False;False;False;False;False;False;350;430;125;200;9;8;8;6;2;2;0;0;0;0;0;4;Civilian,Pilot,Astrophysicist,Trill;male,organic,ds9,nonhuman,arjin,crew_max_rarity_4
4;3;0.02877698;0.036093418;5;175;303;1272;207;433;471;101;151;0;0;0;0;0;0;980;141;310;0;0;0;0;0;22;17;396;421;119;214;521;668;216;351;772;0;663;0;30;71;5;29;129;242;73;148;59;136;581;734;386;553;233;128;657;15;True;432;2;False;False;False;False;False;False;False;False;True;500;415;138;150;10;10;6;10;0;1;0;0;0;0;0;7;Civilian,Brunali,Borg,Astrophysicist,Prodigy,Innovator,Federation;male,organic,voy,icheb,crew_max_rarity_5
7;3;0.02877698;0.036363635;4;495;620;342;72;156;894;130;308;0;0;0;651;109;220;0;0;0;0;0;0;0;0;378;375;176;190;686;714;442;482;837;0;577;621;809;0;204;179;468;455;352;316;427;421;331;366;180;204;278;340;531;689;464;8;True;427;0;False;False;False;False;False;False;False;False;True;315;300;90;200;6;10;8;10;0;0;1;4;1000;0;0;5;Crafty,Saboteur,Criminal,Scoundrel,Resourceful;male,organic,nonhuman,voy,tau,crew_max_rarity_4
3;3;0.021582734;0.033333335;4;491;309;0;0;0;0;0;0;353;76;161;596;150;298;0;0;0;776;208;426;504;502;0;0;0;0;673;688;669;682;617;647;431;295;158;47;852;0;726;0;562;437;232;150;801;0;613;506;280;157;528;198;88;18;True;425;2;False;False;False;False;False;False;True;False;False;400;450;115;230;9;10;8;6;0;0;0;0;0;0;0;7;Human,Betazoid,Costumed,Empath,Counselor,Starfleet,Federation;ageofsail,nonhuman,female,organic,tng,troi,crew_max_rarity_4
4;3;0.035971224;0.07310705;5;103;362;972;120;248;0;0;0;1281;187;412;524;99;196;0;0;0;0;0;0;19;13;94;119;0;0;10;48;179;338;77;174;87;160;39;165;261;487;197;325;82;217;163;308;657;0;505;678;626;0;388;447;337;30;True;420;3;False;False;True;False;False;False;False;False;False;465;470;90;100;9;8;4;8;0;1;0;0;0;0;0;5;Vulcan,Starfleet,Astrophysicist,Telepath,Costumed;nonhuman,female,organic,ent,first_officer,bridge_crew,tpol,crew_max_rarity_5
4;3;0.035971224;0.07310705;5;107;410;1290;189;408;0;0;0;510;88;190;998;92;252;0;0;0;0;0;0;379;397;8;19;0;0;29;76;483;643;382;585;152;358;342;546;94;238;95;192;15;86;68;171;658;0;336;622;627;0;216;448;216;16;True;418;0;False;False;False;False;False;False;True;False;False;600;350;142;115;10;10;10;8;0;2;0;0;0;0;0;8;Human,Trill,Federation,Starfleet,Ambassador,Maverick,Gambler,Romantic;male,organic,tng,nonhuman,riker,crew_max_rarity_5
7;3;0.035971224;0.07310705;4;494;685;673;73;166;0;0;0;339;52;129;914;136;356;0;0;0;0;0;0;520;543;202;213;0;0;361;450;683;741;641;707;311;309;608;664;541;683;377;449;112;164;336;409;803;0;450;462;797;0;340;688;292;17;True;413;0;False;True;False;False;False;False;False;False;False;450;450;150;175;8;10;8;8;0;0;0;0;0;0;0;7;Federation,Starfleet,Human,Resourceful,Explorer,Musician,Casual;female,organic,dsc,bridge_crew,lieutenant,number_one,crew_max_rarity_4
5;3;0.02877698;0.033333335;5;156;491;0;0;0;1006;106;234;0;0;0;516;72;136;1307;195;387;0;0;0;0;0;0;0;114;157;758;0;312;568;91;212;530;759;658;0;252;518;104;203;491;723;512;0;10;53;129;415;198;445;28;40;390;8;True;411;1;False;False;False;False;False;False;False;True;False;375;450;275;270;9;8;8;6;0;0;0;0;0;0;0;5;Human,Starfleet,Federation,JuryRigger,Duelist;male,organic,tos,scott,crew_max_rarity_5
3;3;0.021582734;0.011111111;4;563;573;364;57;135;595;123;240;0;0;0;0;0;0;0;0;0;814;174;316;0;0;364;371;304;296;706;764;585;549;855;0;892;0;326;293;356;275;480;490;701;744;167;126;489;437;642;610;86;60;852;209;338;20;True;411;2;True;False;False;False;False;False;False;False;False;400;475;160;100;8;10;8;6;0;2;0;0;0;0;0;7;Human,Starfleet,Federation,UndercoverOperative,Cyberneticist,Doctor,Engineered;nonhuman,male,organic,ds9,bashir,crew_max_rarity_4
10;2;0.035971224;0.054545455;4;734;603;0;0;0;872;171;395;0;0;0;579;148;299;0;0;0;0;0;0;0;0;0;0;194;168;914;0;471;369;904;0;634;511;894;0;413;265;838;0;624;441;827;0;369;234;219;83;315;209;602;826;524;13;True;406;0;False;False;False;False;False;False;False;False;True;315;450;147;165;7;6;6;6;0;1;0;0;0;0;2;5;Human,Hologram,Civilian,Romantic,Interrogator;organic,voy,male,seamus,artificial_life,crew_max_rarity_4
7;2;0.035971224;0.1;5;372;441;0;0;0;1308;222;451;1029;154;348;0;0;0;0;0;0;0;0;0;89;95;0;0;20;8;260;344;25;60;229;280;368;450;204;267;128;162;641;0;792;0;618;0;107;143;218;278;80;125;784;591;727;30;True;404;1;False;True;False;False;False;False;False;False;False;400;525;105;240;8;12;8;6;2;0;0;1;400;0;0;4;MirrorUniverse,Human,TerranEmpire,Brutal;female,organic,dsc,detmer,crew_max_rarity_5
2;3;0.021582734;0.027600849;4;473;567;0;0;0;344;74;158;0;0;0;920;186;387;0;0;0;658;67;176;0;0;0;0;478;487;850;0;667;695;823;0;451;401;455;592;671;686;718;0;362;296;331;398;582;596;260;183;259;299;323;283;61;24;True;404;2;False;False;False;False;False;False;False;False;True;500;305;40;200;9;10;6;10;0;2;0;0;0;0;0;8;Hologram,Federation,Musician,Starfleet,Costumed,Athlete,Doctor,Human;nonhuman,male,artificial_life,voy,emh,crew_max_rarity_4
8;2;0.035971224;0.044444446;4;779;889;646;87;180;0;0;0;903;88;202;0;0;0;0;0;0;0;0;0;180;217;213;218;0;0;192;282;535;633;453;567;562;660;427;526;634;635;438;414;648;659;400;382;920;0;938;0;903;0;914;863;890;17;True;399;3;True;False;False;False;False;False;False;False;False;430;440;77;215;9;10;10;10;0;1;0;0;0;0;0;6;Vulcan,Starfleet,Athlete,Costumed,Federation,Telepath;male,organic,ds9,solok,crew_max_rarity_4
8;2;0.035971224;0.037037037;4;762;925;687;59;134;0;0;0;0;0;0;954;73;198;0;0;0;0;0;0;0;0;198;215;0;0;633;762;925;0;919;0;541;679;906;0;626;744;432;487;195;425;398;457;907;0;567;710;895;0;471;850;409;2;True;397;1;False;False;False;False;False;False;True;False;False;475;470;220;180;7;10;8;10;0;1;0;0;0;0;0;6;Ramatis3_Native,Diplomat,Linguist,Telepath,CulturalFigure,Royalty;male,organic,tng,riva,crew_max_rarity_4
